"Key","Binomial","Sex","Phylo","Time.difference","Dorsal.photo","Dorsal.URL","Dorsal.time","Dorsal.cryptic.BG","Dorsal.Time.lower","Dorsal.Time.upper","Dorsal.Rank","Dorsal.Rank.lower","Dorsal.Rank.upper","Dorsal.Class","Dorsal.Time.range.pc","Ventral.photo","Ventral.URL","Ventral.time","Ventral.cryptic.BG","Ventral.Time.lower","Ventral.Time.upper","Ventral.Rank","Ventral.Rank.lower","Ventral.Rank.upper","Ventral.Class","Ventral.Time.range.pc","Dorsal.bush1","Dorsal.bush2","Dorsal.bush3","Dorsal.depth1","Dorsal.depth2","Dorsal.depth3","Dorsal.flower1","Dorsal.flower2","Dorsal.flower3","Dorsal.grass1","Dorsal.grass2","Dorsal.grass3","Dorsal.litter1","Dorsal.litter2","Dorsal.litter3","Dorsal.moss1","Dorsal.moss2","Dorsal.moss3","Dorsal.rock1","Dorsal.rock2","Dorsal.rock3","Dorsal.sand1","Dorsal.sand2","Dorsal.sand3","Dorsal.smallrock1","Dorsal.smallrock2","Dorsal.smallrock3","Dorsal.tree1","Dorsal.tree2","Dorsal.tree3","Ventral.bush1","Ventral.bush2","Ventral.bush3","Ventral.depth1","Ventral.depth2","Ventral.depth3","Ventral.flower1","Ventral.flower2","Ventral.flower3","Ventral.grass1","Ventral.grass2","Ventral.grass3","Ventral.litter1","Ventral.litter2","Ventral.litter3","Ventral.moss1","Ventral.moss2","Ventral.moss3","Ventral.rock1","Ventral.rock2","Ventral.rock3","Ventral.sand1","Ventral.sand2","Ventral.sand3","Ventral.smallrock1","Ventral.smallrock2","Ventral.smallrock3","Ventral.tree1","Ventral.tree2","Ventral.tree3","N.daphnia","deaths","Daphnia.mortality.p"
"Lampides boeticus","Lampides boeticus",NA,"BN001093_BNSZS00308_Lycaenidae_Polyommatinae_Polyommatini_Lampides_boeticus",1247.34065934066,3085,"3085 (1).png",7321.57142857143,"litter1.jpg",6234.88205128205,9387.98611111111,46,28,95.5,"Cryptic",81.3676362855891,1010,"1010 (1).png",6074.23076923077,"litter1.jpg",5626.94444444445,8094.68181818182,32,20.5,59,"Conspicuous",76.1152884189198,3630.9375,1542.8125,1364.18181818182,3072.68181818182,4082.88888888889,2779.33333333333,3718.76923076923,2592.19047619048,1629.1,1721.63636363636,1528.88888888889,4216.38461538462,7321.57142857143,4037.3,3110.60869565217,5703.26923076923,5679,3516.6,3687.57894736842,1719.04761904762,6610.15384615385,1538.9,2273.10526315789,2735.28571428571,1546,2572.2380952381,3868.30769230769,3547,2072.77777777778,5232.36363636364,1829.25,1735.375,3685.19047619048,3717.6875,2975.64705882353,2228.81818181818,3196.05555555556,2078.84210526316,1509.42307692308,2426.23076923077,1758.05263157895,4936,6074.23076923077,4222.86666666667,1991.1875,4710.875,5585.35294117647,3271.1,2761.5,1450.8125,2542.9,1497,2032.53846153846,2109,2412.8,2429.41176470588,3958.38095238095,3343.39130434783,1805.7,5992.55555555556,101,58,0.572727273
"Leptotes plinius","Leptotes plinius",NA,"BN002865_LEP46014_Lycaenidae_Polyommatinae_Polyommatini_Leptotes_cassius",-115.721428571428,1006,"1006 (1).png",7732.85,"tree3.jpg",7137.29545454545,9401.275,56,39,94,"Cryptic",81.2258381091347,1046,"1046 (1).png",7848.57142857143,"moss1.jpg",7346.43198529412,9259.96447368421,60,41,90.5,"Cryptic",80.0890227355462,2783.91304347826,1714.03703703704,2237.1875,2129.25,3082.75,3339.94736842105,3731.54166666667,2100.70588235294,2110.17391304348,1766.53333333333,1514.47368421053,2903,7713.84615384615,4000.59090909091,2659.45454545455,3883.45,3547.47058823529,2717.24,4053.91666666667,1912.36363636364,4242.05882352941,1865.42857142857,2423.52631578947,1972.7619047619,1451.77777777778,1745.41176470588,3120.4,4281,3369.47826086957,7732.85,3258.92,1869,3840,3852.92857142857,4598.375,2538.9,3719.38888888889,2210.78947368421,1562.72727272727,1720.85714285714,1999.88888888889,6562.84615384615,5790.75862068965,6328.375,2474,7848.57142857143,4764.64705882353,5571.75,5334.15,2211.29166666667,7446.23529411765,2299.94117647059,2354.5625,2410.75,1830,2961.83870967742,3376.95238095238,4019.26315789474,3297.82608695652,5668.875,100,64,0.64
"Melanitis leda","Melanitis leda",NA,"ME11B073_X_Nymphalidae_Satyrinae_Melanitini_Melanitis_leda_X_ME",-1656.75526315789,649,"649 (1).png",8288.35,"moss1.jpg",8161.79830917874,10000,70,57.5,119,"Cryptic",76.0089578931689,1383,"1383 (1).png",9945.1052631579,"litter1.jpg",9854.38636363636,10000,119,108,120,"Cryptic",82.2168800309065,3724.77272727273,2402.4,6564.15789473684,5911.41666666667,4710.125,6658.26666666667,8047.3125,2566.16666666667,2131.64285714286,2743,2021.5652173913,7358.74074074074,7554.5,6905.22222222222,7009.58333333333,8288.35,8167,5024.2,4899.33333333333,2904.81818181818,3830.54545454545,2730.52941176471,6125.26666666667,1988.46153846154,5417.68421052632,5060.76923076923,7035.875,3753.68421052632,2278.88,4782.45833333333,3673.16666666667,3070.82608695652,5565.86666666667,2902.07142857143,2589.68421052632,3556.78947368421,6545.13333333333,3017,1768.55,2302.52173913043,2252.88235294118,6121,9945.1052631579,9259.04545454545,8246.34782608696,4715.46153846154,5670.86956521739,5598.05,4918.76923076923,3291.91666666667,4689.29411764706,2403.51851851852,7005.15,7859.14285714286,5071.92,7772.21428571429,8193.41666666667,3135.3125,2582.45,7921.70588235294,100,18,0.18
"Mesodina halyzia","Mesodina halyzia",NA,"BN000481_115_Hesperiidae_Trapezitinae_X_Mesodina_halyzia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3714,"3714 (1).png",9278.80769230769,"litter1.jpg",9043.97101449275,9994.48148148148,101,87.5,115.75,"Cryptic",75.7154597422929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2832.41176470588,2383.2380952381,4582.66666666667,2856.375,3835.10526315789,3935.88,6834.6,2451.57142857143,2270.26086956522,2354.69230769231,4307.53333333333,8210.61904761905,9278.80769230769,8255.71428571429,4604.76470588235,8823.33333333333,8200.16,8036.23529411765,6246.85714285714,2253.31578947368,6156.04761904762,3044.05555555556,5464,2335.93333333333,2426.5,4182.82352941176,9219.95454545455,3076.2380952381,4143.22222222222,7285.46153846154,30,4,0.133333333
"Mycalesis perseus","Mycalesis perseus",NA,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",223.632352941177,2606,"2606 (1).png",8777.75,"smallrock3.jpg",8462.89102564103,9841.96428571429,87,69,110,"Cryptic",81.1823997634712,2324,"2324 (1).png",8554.11764705882,"moss3.jpg",8323.98689516129,9668.23798076923,82,62.5,103,"Cryptic",78.6466785861642,3584.13636363636,2243.08333333333,3344.25,4031.85,3525.86363636364,3701.82608695652,5070.22222222222,2014.77777777778,1651.7619047619,2446.11764705882,2414.15384615385,5659.05882352941,8688.90909090909,7049.58333333333,6663,8350.27272727273,5314.68421052632,7654.58333333333,6911.07142857143,3691.88,7206.33333333333,7850.58823529412,8069.95454545455,3423.9375,2901.27777777778,5906.08333333333,8777.75,7000.2,4815.77777777778,7564.96,3722.60714285714,2370.55555555556,4252.85,4675.77777777778,3514.75,5970.54545454545,5382.90909090909,2366.90909090909,1826.58823529412,2267.04761904762,2020.69230769231,5662.13043478261,7665.83333333333,6974.36363636364,6727.36842105263,8105.52631578947,7182.73684210526,8554.11764705882,5993.27777777778,3992.06666666667,5242.90476190476,6150.125,8333.11111111111,2373.33333333333,3589.77777777778,6004.04761904762,8117.52631578947,5037.15,3661.85714285714,7897.5,100,16,0.16
"Mycalesis sirius","Mycalesis sirius",NA,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",259.722222222223,359,"359 (1).png",8784,"litter1.jpg",8148.56166666667,10000,88,60,119,"Cryptic",81.1559294410891,2341,"2341 (1).png",8524.27777777778,"litter3.jpg",8102.01571428572,9648.03333333333,80,56.5,104.5,"Cryptic",78.0356758800029,3265.1,2975.57142857143,6127.25,6527.34782608696,2192.35294117647,5671.69230769231,6769.8947368421,3041.17647058824,2911.89473684211,2872.15789473684,1655.26315789474,4971.46153846154,8784,8408.5625,7111.33333333333,7807.88,6993.11764705882,3886.28571428571,3779.21428571429,3109.55,2996.64285714286,2928,6353.13333333333,1916.16666666667,7161.05882352941,7230.29411764706,5908.5,3805,1984.55555555556,4972.76470588235,5347.53333333333,2748.41666666667,5782.40740740741,3776.5,3652.05882352941,4566.60869565217,7312.28571428571,1875.3,2524.55,2691.5,2925,4947.9,8426.16666666667,5698.58823529412,8524.27777777778,7406.5,3893.46153846154,3797.84615384615,2886.86666666667,3309,5018.84615384615,2299.21739130435,5301.17647058824,1872.3,5853.68181818182,6616.95454545455,5234.38461538462,3621.27777777778,1904.16666666667,4784.6875,99,25,0.25
"Mycalesis terminus","Mycalesis terminus",NA,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",-2045.73202614379,2622,"2622 (1).png",7668.44444444444,"moss2.jpg",7193.66433566434,9142.89583333333,55,41.5,88,"Cryptic",80.7392488698273,567,"567r.png",9714.17647058824,"litter2.jpg",9470.0862745098,10000,114,100,119.5,"Cryptic",81.9868072334147,3462.94444444444,1793.88461538462,4549.57894736842,4755.27272727273,3340.75,2925.78947368421,6016.80952380952,2235.34615384615,1758.19047619048,2132.19047619048,1586.75,5389.21052631579,6792.27777777778,5753.76470588235,6771.1875,7052,7668.44444444444,1974.05,1477,1882.875,2425.96153846154,2346.625,4250.27777777778,2215,5375.66666666667,4943.3125,4619.33333333333,2695.6,1490,2467.5,2694.22222222222,2296.58333333333,3499.14285714286,3074.18181818182,3250.375,3296.36842105263,3536.63157894737,1858.27777777778,1749.83333333333,2481.31578947368,1811.90476190476,5920.4,9623.8125,9714.17647058824,2878.26315789474,8027.64285714286,4672.28571428571,4983.81818181818,3789.61904761905,2620,3242.8125,2158.375,3863.625,3541.25,1951.84210526316,4825.11111111111,6582.66666666667,2525.75,2537.82352941176,5422.82352941176,110,20,0.181818182
"Nacaduba berenice","Nacaduba berenice",NA,"BN003931_KD93C025_Lycaenidae_Polyommatinae_Polyommatini_Nacaduba_kurava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800,"2800 (1).png",8835.36,"litter1.jpg",7902.25231481482,9859.16381766382,92,56,110.5,"Cryptic",84.2804933811412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2506.77272727273,1486.86363636364,3091.80952380952,3704.6,4314.36,2031.08695652174,3432.55555555556,2152.26666666667,1495,1652,2359.30769230769,6602.17647058824,8835.36,5271.15384615385,3511.5,7061.08695652174,5622.06666666667,6907.21428571429,5326.11764705882,2900.23076923077,5405.625,1887.73684210526,2370.94117647059,3787.91304347826,1388.875,4603.09523809524,5582.82608695652,2749.07142857143,3301.15384615385,6737.51851851852,40,13,0.325
"Nacaduba cyanea","Nacaduba cyanea",NA,"BN003931_KD93C025_Lycaenidae_Polyommatinae_Polyommatini_Nacaduba_kurava",-435.6375,1867,"1867 (1).png",2934.05,"depth3.jpg",2918.89456521739,4824.20392156863,2,1,13,"Conspicuous",53.2668525402267,14,"14 (1).png",3369.6875,"moss2.jpg",3231.65944272446,5246.79166666667,4,1,18,"Conspicuous",61.8834860084976,1961.94444444444,2210.23333333333,1937.82352941176,2793.81818181818,2286.5,2934.05,2272.58823529412,2702.375,2111.92857142857,2854.46666666667,1495.8125,2352.95238095238,2417.68181818182,1960.7,1777.33333333333,1519.11111111111,2778.23529411765,2060.41666666667,1994.82608695652,2729.8,1843.4,1371.17391304348,1572.66666666667,1701.63636363636,2188.52941176471,1713.25,1405.76470588235,1537.44444444444,1460.17647058824,1671.15,1867.57894736842,1794.27777777778,1742.23529411765,2750.3,2417.1,2242.1875,2572.84210526316,1881.93333333333,1586.35294117647,1992.28571428571,1284.40740740741,2378.65384615385,2103.64705882353,1838.5625,2980.82352941176,3134.90909090909,3369.6875,2376,1933.76470588235,1818.83333333333,2151.72222222222,2145.61538461538,2290.57894736842,1955.94444444444,2209.64705882353,2134.82352941176,1499.89473684211,2324.21428571429,1318.8,2091.26086956522,40,7,0.175
"Notocrypta waigensis","Notocrypta waigensis",NA,"SRR7174518_X_Hesperiidae_Hesperiinae_Erionotini_Notocrypta_feisthamelii",-789.161125319693,1918,"1918 (1).png",7193.95652173913,"moss1.jpg",6991.96533613445,8724.21263157895,43,35,75,"Cryptic",76.9224696454149,747,"747 (1).png",7983.11764705882,"moss2.jpg",7104.5405982906,9228.58241758242,63,39.5,89,"Cryptic",82.1891996871549,2955.35294117647,2274.19047619048,2191.38888888889,3130.52941176471,3500.10526315789,3735.5,3718.85714285714,1825.40909090909,2274.25,2159.55,1899.52941176471,5439.19047619048,6826.05,2662.68421052632,4422.63157894737,7193.95652173913,5144,2764.2,4038.70833333333,2498.5,2829.76470588235,2160.75,2053.76470588235,2113.58823529412,2259.77272727273,2856.57142857143,3135.47058823529,7190.625,1660.1875,4139,2720.4375,2537.25,2858.05263157895,3497.61904761905,5822.5,4159.1875,3657.65,1836.22727272727,1846.61111111111,1850.33333333333,1501.91666666667,6074.9,6035.41666666667,4484.72222222222,3876.13043478261,7167.31578947368,7983.11764705882,3197.29411764706,5786.05882352941,2092.46153846154,4489.88888888889,3230.6,3127.55555555556,1421.85714285714,2281.5,3143,3979,6631.52941176471,1945.08695652174,4138.6,30,0,0
"Ocybadistes flavovittatus","Ocybadistes flavovittatus",NA,"DL02Q800_X_Hesperiidae_Hesperiinae_Taractrocerini_Ocybadistes_flavovittata_X_ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3640,"3640 (1).png",9405.46153846154,"moss1.jpg",8992.48412698413,10000,107,86,119.5,"Cryptic",84.0635146518798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116.75,2271.41666666667,4272.54545454545,3490.92307692308,4029.4,2850.85714285714,2731.85714285714,2831.9,2987.05555555556,2296.125,2364.8,8723.82352941176,9150.4,6184.35,3296.69230769231,9405.46153846154,8001.56,8106.61904761905,2228.53846153846,2390.74074074074,3856.66666666667,1563.6,1846.47058823529,4011.9375,1498.9,3072.7619047619,6643,1792.42857142857,2190.7,4576.78571428571,60,27,0.441919192
"Ocybadistes walkeri","Ocybadistes walkeri",NA,"BN000549_127_Hesperiidae_Hesperiinae_Taractrocerini_Ocybadistes_walkeri",1275.80128205128,1593,"1593 (1).png",9814.38461538462,"moss1.jpg",9562.23636363636,10000,115,101.5,120,"Cryptic",83.3929235829392,1687,"1687 (1).png",8538.58333333333,"grass3.jpg",7662.46172248804,9899.07222222222,81,48.5,110,"Cryptic",78.9426427100514,2773.15789473684,3263.94117647059,7470.05882352941,4852.4375,6612.64705882353,4320.45454545455,5378.15,3750.91304347826,1786.75,2466.04,2905.15789473684,9294.1875,8406.15384615385,5351.33333333333,5102.3125,9814.38461538462,8364.66666666667,9031.33333333333,3027.84210526316,1714.1,2677.66666666667,2065.36363636364,3933.47058823529,3681.4,1629.88235294118,2914.61538461538,6856.17647058824,1732.72727272727,1890.52,4225.26666666667,4378.69230769231,2992,5503.55,5071.22727272727,5571.17391304348,3070.5,3681.93333333333,3250.73684210526,2573.22222222222,3734.70588235294,2742.05263157895,8538.58333333333,7495.33333333333,5425.76923076923,3537.77777777778,7838,6581.85714285714,5366.7,2466.44444444444,3235.57142857143,4286,1798.8,3180.55555555556,5622.875,2326.125,2641.15,7478.77777777778,2269.26666666667,1798,5609.72727272727,90,21,0.233333333
"Pantoporia consimilis","Pantoporia consimilis",NA,"BN003337_DL16V052_Nymphalidae_Limenitidinae_Neptini_Pantoporia_hordonia",1708.92857142857,59,"59 (1).png",9876.5,"moss1.jpg",9720.45714285714,9987.44444444445,116,105,117.25,"Cryptic",86.853353197706,263,"263 (1).png",8167.57142857143,"litter1.jpg",7649.85416666667,10000,67,48,118.25,"Cryptic",78.0861012482582,3378.41176470588,2500.22727272727,5622.6,4028.09523809524,4343.13333333333,3652.4,5861.21428571429,2994.94117647059,2551.76923076923,2210.23076923077,1778.08333333333,4585.7,8089.1052631579,6672,4985.35714285714,9876.5,8137.82352941176,3670.15,1849.85,2527.83333333333,1298.42857142857,3608.91666666667,2788.64285714286,1917.2,3323.22727272727,2977.70588235294,4908.8125,3056.7,2180.17647058824,2112.86956521739,3775.31818181818,2396.125,4718.88235294118,2301.58823529412,4419.66666666667,3273.23076923077,4003.33333333333,2741.41666666667,1789.83333333333,2712.88235294118,2559.35294117647,7315.2380952381,8167.57142857143,6683.21052631579,2845.59090909091,6749.5652173913,6286.75,5974.61904761905,2105.76470588235,3497.81818181818,3530.05555555556,2283.71428571429,3074,4015.31818181818,2373.22222222222,3256.5,6822.88461538462,1896.29411764706,1864.90476190476,2597.89473684211,90,47,0.522222222
"Papilio aegeus","Papilio aegeus",NA,"SRR5879306_X_Papilionidae_Papilioninae_Papilionini_Papilio_ambrax",430.986666666667,1388,"1388 (1).png",7514.32,"moss2.jpg",6330.81845841785,8703.44017094017,50,30,77,"Cryptic",84.4672329873918,3369,"3369 (1).png",7083.33333333333,"moss2.jpg",6579.76347826087,8741.42879256966,42,31,73,"Cryptic",79.4991596638656,2423.27272727273,2297.73684210526,2480.31578947368,5677.88,5487.04166666667,2867.13333333333,4086.625,4270.15789473684,2237.79166666667,1536.2,1584.33333333333,3007.75,4653.76666666667,2865.5,1769.78947368421,4104.05882352941,7514.32,2709.125,1890.09523809524,2140,2678.15789473684,2116.94444444444,2068.375,1214,1496.35,2886.47058823529,2319.27777777778,3079.0625,1167.18181818182,2236.63157894737,4833.61538461538,3948.70833333333,3425.875,6934.45454545455,5426.53846153846,3991.64705882353,3753.36363636364,3233.5,2384.11111111111,2204.2,1726.7,2666.38095238095,4010.29411764706,3514.89473684211,2291.64285714286,6029,7083.33333333333,1596.36363636364,2517.69230769231,1470.11111111111,1622.33333333333,2587.66666666667,1452.14285714286,2459.5625,2446.57894736842,2236.2,3354.33333333333,2235.11111111111,1511.17647058824,3069.13636363636,50,14,0.28
"Papilio demoleus","Papilio demoleus",NA,"SRR5879306_X_Papilionidae_Papilioninae_Papilionini_Papilio_ambrax",490.366666666667,1849,"1849 (1).png",7847.5,"depth2.jpg",6634.4387254902,9267.63602941177,59,33.5,91,"Cryptic",81.8923223956674,2821,"2821 (1).png",7357.13333333333,"depth2.jpg",5983.1452991453,8993.75,47,25,87,"Cryptic",82.2213362088495,2737.81818181818,1720.76923076923,1715.29411764706,4408.04761904762,7847.5,3157.6,3515.77419354839,2387.57142857143,2429.80952380952,2004.4,1607.47368421053,3655.95454545455,3451.07692307692,2933.23076923077,1421,6456.72727272727,6742.28,2450.14285714286,1765.83333333333,1460,1721.33333333333,1756.61111111111,1535.28571428571,1918.25925925926,1896.38888888889,1886.51851851852,2905.10526315789,2600.36842105263,2008.55,3798.5,1681.21428571429,2374.08695652174,2373.3,1938.11764705882,7357.13333333333,1640.2,2884.42857142857,2228.23529411765,1686.71428571429,1829.68421052632,2028.28,3777,2827,2167.52380952381,2322.58823529412,5772.21052631579,4813.4,3593.25,2349.875,1308,3618.95652173913,2357.82352941176,2114.36842105263,2233.52631578947,1738.89473684211,2518.2380952381,2026.83333333333,2425.40909090909,1401.76,3954.5,50,14,0.28
"Pelopidas agna","Pelopidas agna",NA,"ME12C211_X_Hesperiidae_Hesperiinae_Baorini_Pelopidas_mathias_X_ME",938.90909090909,1856,"1856 (1).png",9895.90909090909,"moss1.jpg",9845.15217391304,10000,117,109,121,"Cryptic",80.3695537896999,2021,"2021 (1).png",8957,"litter1.jpg",8192.41391941392,10000,95,62,118.75,"Cryptic",77.6505291362827,3803.13043478261,3484.96774193548,6680.04166666667,5630.92,5516.38095238095,6241.73076923077,6537.73333333333,1942.61111111111,2319.37931034483,1969,3056.42857142857,7913.53333333333,8856.875,6902.30434782609,9268.77777777778,9895.90909090909,7653.75,8968,9885.33333333333,4561.76470588235,5493.28571428571,6095.09090909091,9018.25,3511.61538461538,3630.76470588235,4864.5,9282.28571428571,6697.53846153846,4626.6,6465.8,4585.0625,2468.84615384615,5550.46666666667,2295,3801.45833333333,3927.53333333333,4849.6,2948.45,2742.73684210526,2259.21428571429,2552.48,7353.38461538462,8957,7542.07692307692,6089.68421052632,7280.95652173913,6286.26666666667,8010.14285714286,5472.71428571429,3739.85714285714,4451.54545454545,2497,5268.17647058824,2912,2001.84210526316,5767.75,7531,4625.75,3213.11111111111,5408.57894736842,110,39,0.354545455
"Pelopidas lyelli","Pelopidas lyelli",NA,"ME12C211_X_Hesperiidae_Hesperiinae_Baorini_Pelopidas_mathias_X_ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2532,"2532 (1).png",9452.07142857143,"moss3.jpg",9010.51050420168,10000,108,83.5,120,"Cryptic",78.6995543934688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4283.56666666667,2389.71428571429,3847.09090909091,4224.45161290323,5827.4,5194.66666666667,6254.34782608696,2697.94444444444,2330.5652173913,2455.19047619048,2013.33333333333,7627.25,9251.28571428571,7584.17647058824,5551.78571428571,8149.15,7639.44444444444,9452.07142857143,7281.57142857143,5746.06666666667,7377,4760.35,5710.21428571429,3148.94444444444,2343.8,5213,8607.3,4921.64285714286,4934.94117647059,6104.76923076923,40,10,0.25
"Pieris rapae","Pieris rapae",NA,"BN007169_LEP50891_Pieridae_Pierinae_Pierini_Pieris_rapae",-295.976973684211,3625,"3625 (1).png",4425.21052631579,"flower1.jpg",3671.59963768116,6156.16666666667,13,4,28,"Conspicuous",75.7643561929593,3372,"3372 (1).png",4721.1875,"flower1.jpg",3634.42095588235,6228.63586956522,17,3,28,"Conspicuous",77.6274507208197,2410.42857142857,2178.8125,1238.25,2410.8,2506.64705882353,1653.8125,4425.21052631579,1851.4,2215.89473684211,1072.47826086957,1353.31578947368,3597.46666666667,2601.88,3021.9375,1886.5,1739.83333333333,2251.26315789474,1952.39130434783,1260.47826086957,1360.64285714286,1986,2142.55555555556,1530.76470588235,1673.95,1508.13043478261,1641.42105263158,2693.22727272727,2869.5,2130.94117647059,3490.1875,1997.65217391304,2018,3150.14285714286,2193,1632.9375,1653.76923076923,4721.1875,1379.05882352941,1898.38461538462,1056.25,2459.78571428571,3261.76470588235,2762.60869565217,2628.94444444444,1976.8,2586.73333333333,1984.7,2148.86666666667,1685.75,2797.88235294118,2191.58823529412,1541.8,2746.1,1536.8,1490.08695652174,1581.61904761905,2722.22222222222,3132.81481481481,1455.44,3210.54545454545,100,1,0.01
"Psychonotis caelius","Psychonotis caelius",NA,"BN003844_KD94R072_Lycaenidae_Polyommatinae_Polyommatini_Psychonotis_caelius",-2029.23529411765,688,"688 (1).png",2477.17647058824,"rock1.jpg",2475.46323529412,4321.24107142857,1,1,8.5,"Conspicuous",53.0089998100304,23,"23 (1).png",4506.41176470588,"depth2.jpg",3747.72527472528,6564.58333333333,14,3.5,30,"Conspicuous",72.8260200685112,2272.52941176471,1239.52941176471,1788.72222222222,2350.72,1377.75,2263.76923076923,1898.66666666667,1654.10526315789,1944.85714285714,2017.26666666667,1356.33333333333,1305.66666666667,1797.85,1546.86363636364,2028.71428571429,1778.25,1700.57142857143,1164.05,2477.17647058824,1337.09090909091,1199.08333333333,2385.46666666667,1976,1668.26315789474,2038.70833333333,2077.95652173913,1194.66666666667,1736.10526315789,1201.63157894737,2171.47368421053,1747.66666666667,2156.8,2693.95238095238,1740.9,4506.41176470588,1748.70588235294,4358.06666666667,2435.39130434783,1870.22222222222,2062,1446.51724137931,2721.42857142857,3101.25,1766.38888888889,1941.21739130435,2467.92857142857,3586.90476190476,2224.9,1611.21428571429,1803.92307692308,2616.52941176471,2276.125,1750.52941176471,1683.95,2934.7,1816.81818181818,2434.80952380952,2539,1224.57142857143,2624.89473684211,40,14,0.35
"Sabera caesina","Sabera caesina",NA,"BN000717_310_Hesperiidae_Hesperiinae_Taractrocerini_Sabera_caesina",146.764705882353,238,"238 (1).png",9480.52941176471,"moss1.jpg",8682.03333333333,10000,110,73.5,120,"Cryptic",83.2521011778744,271,"271 (1).png",9333.76470588235,"litter1.jpg",9026.99264705882,10000,103,86,120,"Cryptic",85.4843443610349,3091.33333333333,2144,2316.34615384615,4505.33333333333,5282,4073.66666666667,5016.4375,2519.66666666667,2237.23076923077,1794.625,1587.78947368421,5423.73684210526,6755,4882.31818181818,5150.16666666667,9480.52941176471,8739.1,3806.4,4969.71428571429,1735.14285714286,2640.66666666667,2935.23529411765,2474.04545454545,1685.625,2108.84615384615,2229.52941176471,3554.85,6420.92857142857,1756.22222222222,4517.68421052632,3602.68421052632,1895.94736842105,5039.63157894737,3897.05263157895,5061.66666666667,3842.52173913043,5207.52631578947,2994.05555555556,1969.25,2360.42105263158,2243.66666666667,7053.72727272727,9333.76470588235,8845.88888888889,4742.55555555556,9292.11764705882,8739.9375,4916.31818181818,3409.375,2006.27777777778,2714.95833333333,1863.875,2558.21052631579,1354.85714285714,3210.41176470588,2970.31578947368,6096.46153846154,5784.9375,2883.85,5844,70,12,0.171428571
"Sabera fuliginosa","Sabera fuliginosa",NA,"BN000717_310_Hesperiidae_Hesperiinae_Taractrocerini_Sabera_caesina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263,"1263 (1).png",8023.45454545455,"smallrock3.jpg",7876.99715909091,10000,64,51.5,118.75,"Cryptic",79.3457108704027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4331.46666666667,2694.26666666667,4243.81818181818,3144.54545454545,5661,5322.55555555556,5672.6,3660.92857142857,1657.1875,2288.33333333333,2280.61111111111,7162.55555555556,7215.23529411765,5301.95833333333,4722.9375,7737.35714285714,6217.05555555556,8012.93333333333,7013.4,5356.42857142857,6212.375,2388.33333333333,4233.2380952381,2007.86363636364,1748.11111111111,4127.83333333333,8023.45454545455,1973.81818181818,2101.07142857143,3994.8125,30,4,0.133333333
"Suniana sunias","Suniana sunias",NA,"BN000778_380_Hesperiidae_Hesperiinae_Taractrocerini_Suniana_sunias",473.779761904761,652,"652 (1).png",9461.90476190476,"litter1.jpg",9371.50824175824,10000,109,95.5,120.25,"Cryptic",83.3974967724995,2078,"2078 (1).png",8988.125,"moss3.jpg",8674.44444444445,10000,97,74,120,"Cryptic",81.8241661451452,3430.82142857143,2646.76,4948.41666666667,4299.81818181818,5051,6179.25,6054.27272727273,3317.17647058824,2148.4,2721,6167.2380952381,8877.05,9461.90476190476,7199.5,4908.5,8876.22222222222,9293.91666666667,9416.08333333333,1795.68421052632,3436.64705882353,1905.3125,2075.13333333333,3825.66666666667,3522.21428571429,1570.91304347826,3241.61538461538,7302,1593.42857142857,2349.53333333333,3868.3125,4182.66666666667,2001.76470588235,3092.35714285714,3423,5662.42857142857,3848.57894736842,4707.44444444444,3241.36,1819.05263157895,1829.26086956522,3367.8125,8154.3,8655.26666666667,6665.3125,4144.78947368421,8902.90909090909,6874.36842105263,8988.125,2302.65,2673.38888888889,3283,2287.85,4612.21428571429,4370.45454545455,1633.66666666667,2994.05882352941,7661.27272727273,2126.8,1996.95454545455,2961.92307692308,90,14,0.155555556
